Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2023-01-15 Kl. 03-04;0.17398;0.17398;0.32131;0.25705;1.32886
2023-01-15 Kl. 04-05;0.10679;0.10679;0.32158;0.25726;1.32739
2023-01-15 Kl. 05-06;0.06490;0.06490;0.32291;0.25833;1.32499
2023-01-15 Kl. 06-07;0.08096;0.08096;0.32760;0.26208;1.30196
2023-01-15 Kl. 07-08;0.13503;0.13503;0.32948;0.26358;1.30090
2023-01-15 Kl. 08-09;0.18775;0.18775;0.33229;0.26583;1.32110
2023-01-15 Kl. 09-10;0.64275;0.64275;0.35410;0.26904;1.29863
2023-01-15 Kl. 10-11;1.11849;1.11849;0.37953;0.27728;1.28899
2023-01-15 Kl. 11-12;1.29514;1.29514;0.40883;0.27835;1.29781
2023-01-15 Kl. 12-13;1.29554;1.29554;0.83894;0.27846;1.29554
2023-01-15 Kl. 13-14;1.29956;1.29956;0.89340;0.27835;1.29956
2023-01-15 Kl. 14-15;1.29781;1.29781;0.94613;0.27857;1.29781
2023-01-15 Kl. 15-16;1.32886;1.32886;1.02990;0.27878;1.32886
2023-01-15 Kl. 16-17;1.35456;1.35456;1.12813;0.29366;1.35456
2023-01-15 Kl. 17-18;1.36594;1.36594;1.17123;0.33081;1.36594
2023-01-15 Kl. 18-19;1.39524;1.39524;1.19558;0.29559;1.39524
2023-01-15 Kl. 19-20;1.35349;1.35349;1.20789;0.27867;1.35349
2023-01-15 Kl. 20-21;1.35790;1.35790;1.04155;0.27825;1.35790
2023-01-15 Kl. 21-22;1.34868;1.34868;1.02575;0.27835;1.34868
2023-01-15 Kl. 22-23;1.30799;1.30799;0.98815;0.33231;1.30799
2023-01-15 Kl. 23-00;1.25473;1.25473;0.95456;0.34666;1.25473
2023-01-16 Kl. 00-01;1.35870;1.35870;0.96380;0.37845;1.35870
2023-01-16 Kl. 01-02;1.32914;1.32914;0.93984;0.38680;1.32914
2023-01-16 Kl. 02-03;1.24696;1.24696;0.92565;0.38680;1.27949
2023-01-16 Kl. 03-04;1.19344;1.19344;0.92338;0.41292;1.27734
2023-01-16 Kl. 04-05;1.40555;1.40555;0.92780;0.44761;1.40555
2023-01-16 Kl. 05-06;1.56078;1.56078;0.96473;0.48808;1.56078
2023-01-16 Kl. 06-07;1.67279;1.67279;1.14071;0.71526;1.67279
2023-01-16 Kl. 07-08;1.86858;1.86858;1.15931;0.74930;1.86858
2023-01-16 Kl. 08-09;2.04549;2.04549;1.19558;0.95646;2.04549
2023-01-16 Kl. 09-10;2.15523;2.15523;1.21725;0.97380;2.15523
2023-01-16 Kl. 10-11;1.95168;1.95168;1.32124;1.05699;1.95168
2023-01-16 Kl. 11-12;1.95663;1.95663;1.32994;1.06395;1.95663
2023-01-16 Kl. 12-13;1.90671;1.90671;1.20441;0.89576;1.90671
2023-01-16 Kl. 13-14;1.82683;1.82683;1.22515;0.81407;1.82683
2023-01-16 Kl. 14-15;1.83150;1.83150;1.19638;0.80947;1.83150
2023-01-16 Kl. 15-16;1.88918;1.88918;1.20294;0.74834;1.88918
2023-01-16 Kl. 16-17;1.95569;1.95569;1.19719;0.68828;1.95569
2023-01-16 Kl. 17-18;2.06503;2.06503;1.18286;0.68079;2.06503
2023-01-16 Kl. 18-19;2.10705;2.10705;1.16935;0.62073;2.10705
2023-01-16 Kl. 19-20;1.93964;1.93964;1.07113;0.61066;1.93964
2023-01-16 Kl. 20-21;1.78801;1.78801;1.06751;0.65702;1.78801
2023-01-16 Kl. 21-22;1.70946;1.70946;1.02683;0.61023;1.70946
2023-01-16 Kl. 22-23;1.64924;1.64924;0.96245;0.54857;1.64924
2023-01-16 Kl. 23-00;1.51314;1.51314;0.90906;0.49804;1.51314
2023-01-17 Kl. 00-01;1.41939;1.41939;0.63121;0.48943;1.41939
2023-01-17 Kl. 01-02;1.30769;1.30769;0.57510;0.46008;1.30769
2023-01-17 Kl. 02-03;1.27033;1.27033;0.56451;0.45161;1.27033
2023-01-17 Kl. 03-04;1.29644;1.29644;0.54644;0.43715;1.29644
2023-01-17 Kl. 04-05;1.31051;1.31051;0.55741;0.44593;1.31051
2023-01-17 Kl. 05-06;1.47203;1.47203;0.61273;0.47679;1.47203
2023-01-17 Kl. 06-07;1.60730;1.60730;0.80586;0.48751;1.60730
2023-01-17 Kl. 07-08;1.74913;1.74913;0.94916;0.52822;1.74913
2023-01-17 Kl. 08-09;1.96650;1.96650;0.98265;0.59947;1.96650
2023-01-17 Kl. 09-10;1.77176;1.77176;0.97260;0.59636;1.77176
2023-01-17 Kl. 10-11;1.68980;1.68980;0.99041;0.54236;1.68980
2023-01-17 Kl. 11-12;1.64399;1.64399;1.00809;0.52040;1.64399
2023-01-17 Kl. 12-13;1.60435;1.60435;1.01050;0.51322;1.60435
2023-01-17 Kl. 13-14;1.68296;1.68296;1.00595;0.50036;1.68296
2023-01-17 Kl. 14-15;1.72609;1.72609;0.96711;0.50465;1.72609
2023-01-17 Kl. 15-16;1.84154;1.84154;1.01211;0.49843;1.84154
2023-01-17 Kl. 16-17;2.02543;2.02543;1.01828;0.49501;2.02543
2023-01-17 Kl. 17-18;2.03440;2.03440;1.02538;0.46918;2.03440
2023-01-17 Kl. 18-19;1.97668;1.97668;0.98385;0.46672;1.97668
2023-01-17 Kl. 19-20;1.89083;1.89083;0.89988;0.46801;1.89083
2023-01-17 Kl. 20-21;1.81154;1.81154;0.80545;0.46929;1.81154
2023-01-17 Kl. 21-22;1.77056;1.77056;0.71961;0.46715;1.77056
2023-01-17 Kl. 22-23;1.72168;1.72168;0.63510;0.45922;1.72168
2023-01-17 Kl. 23-00;1.66503;1.66503;0.58045;0.45022;1.66503
2023-01-18 Kl. 00-01;1.59961;1.59961;0.53549;0.42839;1.59961
2023-01-18 Kl. 01-02;1.58658;1.58658;0.52058;0.41646;1.58658
2023-01-18 Kl. 02-03;1.60190;1.60190;0.51990;0.41592;1.60190
2023-01-18 Kl. 03-04;1.59814;1.59814;0.51493;0.41194;1.59814
2023-01-18 Kl. 04-05;1.56131;1.56131;0.57379;0.45903;1.56131
2023-01-18 Kl. 05-06;1.63818;1.63818;0.69970;0.47537;1.63818
2023-01-18 Kl. 06-07;1.75213;1.75213;0.89764;0.48451;1.75213
2023-01-18 Kl. 07-08;1.99938;1.99938;1.06426;0.50859;1.99938
2023-01-18 Kl. 08-09;2.01779;2.01779;1.10941;0.52901;2.01779
2023-01-18 Kl. 09-10;2.02101;2.02101;1.10874;0.52890;2.02101
2023-01-18 Kl. 10-11;1.88126;1.88126;1.14676;0.52643;1.88126
2023-01-18 Kl. 11-12;1.75173;1.75173;1.16383;0.52041;1.75173
2023-01-18 Kl. 12-13;1.65201;1.65201;1.13426;0.52181;1.65201
2023-01-18 Kl. 13-14;1.61251;1.61251;1.16101;0.52869;1.61251
2023-01-18 Kl. 14-15;1.66169;1.66169;1.19380;0.52901;1.66169
2023-01-18 Kl. 15-16;1.78451;1.78451;1.19864;0.52901;1.78451
2023-01-18 Kl. 16-17;1.92466;1.92466;1.27738;0.52869;1.92466
2023-01-18 Kl. 17-18;2.00059;2.00059;1.20804;0.49827;2.00059
2023-01-18 Kl. 18-19;1.84740;1.84740;1.14784;0.49203;1.84740
2023-01-18 Kl. 19-20;1.70846;1.70846;1.13669;0.48655;1.70846
2023-01-18 Kl. 20-21;1.62555;1.62555;1.12781;0.48483;1.62555
2023-01-18 Kl. 21-22;1.61116;1.61116;1.17189;0.48021;1.61116
2023-01-18 Kl. 22-23;1.57905;1.57905;1.10578;0.46720;1.57905
2023-01-18 Kl. 23-00;1.49775;1.49775;1.01816;0.45774;1.49775
2023-01-19 Kl. 00-01;1.48578;1.48578;1.11316;0.51944;1.48578
2023-01-19 Kl. 01-02;1.42516;1.42516;1.10678;0.51848;1.42516
2023-01-19 Kl. 02-03;1.39839;1.39839;1.10171;0.51667;1.39839
2023-01-19 Kl. 03-04;1.37241;1.37241;1.13129;0.51262;1.37241
2023-01-19 Kl. 04-05;1.36295;1.36295;1.13541;0.51188;1.36295
2023-01-19 Kl. 05-06;1.47805;1.47805;1.06308;0.51006;1.47805
2023-01-19 Kl. 06-07;1.57490;1.57490;1.12609;0.52488;1.57490
2023-01-19 Kl. 07-08;1.98455;1.98455;1.27969;0.53990;1.98455
2023-01-19 Kl. 08-09;2.06448;2.06448;1.40585;0.59394;2.06448
2023-01-19 Kl. 09-10;2.01639;2.01639;2.01639;0.57678;2.01639
2023-01-19 Kl. 10-11;1.99840;1.99840;1.99840;0.54374;1.99840
2023-01-19 Kl. 11-12;1.84680;1.84680;1.84680;0.54086;1.84680
2023-01-19 Kl. 12-13;1.94125;1.94125;1.94125;0.53415;1.94125
2023-01-19 Kl. 13-14;2.00333;2.00333;2.00333;0.56314;2.00333
2023-01-19 Kl. 14-15;2.06954;2.06954;2.06954;0.59351;2.06954
2023-01-19 Kl. 15-16;2.26910;2.26910;2.26910;0.58072;2.26910
2023-01-19 Kl. 16-17;2.40231;2.40231;2.40231;0.55802;2.40231
2023-01-19 Kl. 17-18;2.31466;2.31466;2.31466;0.53756;2.31466
2023-01-19 Kl. 18-19;2.08633;2.08633;2.08633;0.53021;2.08633
2023-01-19 Kl. 19-20;2.01891;2.01891;2.01891;0.52861;2.01891
2023-01-19 Kl. 20-21;1.94031;1.94031;1.94031;0.52850;1.94031
2023-01-19 Kl. 21-22;1.91380;1.91380;1.91380;0.52808;1.91380
2023-01-19 Kl. 22-23;1.83161;1.83161;1.58529;0.52520;1.83161
2023-01-19 Kl. 23-00;1.76794;1.76794;1.41490;0.51625;1.76794
2023-01-20 Kl. 00-01;1.87378;1.87378;1.31741;0.53122;1.87378
2023-01-20 Kl. 01-02;1.80136;1.80136;1.21029;0.53046;1.80136
2023-01-20 Kl. 02-03;1.79613;1.79613;1.13708;0.52357;1.79613
2023-01-20 Kl. 03-04;1.79774;1.79774;1.11285;0.51819;1.79774
2023-01-20 Kl. 04-05;1.81590;1.81590;1.13223;0.51776;1.81590
2023-01-20 Kl. 05-06;1.95425;1.95425;1.12308;0.51981;1.95425
2023-01-20 Kl. 06-07;2.01038;2.01038;1.27974;0.53391;2.01038
2023-01-20 Kl. 07-08;2.01791;2.01791;1.22900;0.60066;2.01791
2023-01-20 Kl. 08-09;2.04429;2.04429;1.33396;0.69132;2.04429
2023-01-20 Kl. 09-10;2.15316;2.15316;1.22576;0.72362;2.15316
2023-01-20 Kl. 10-11;2.73280;2.73280;1.12699;0.70004;2.73280
2023-01-20 Kl. 11-12;2.59795;2.59795;1.09024;0.61455;2.59795
2023-01-20 Kl. 12-13;2.03810;2.03810;1.05499;0.60131;2.03810
2023-01-20 Kl. 13-14;2.01495;2.01495;1.00815;0.60066;2.01495
2023-01-20 Kl. 14-15;2.04079;2.04079;1.00841;0.57924;2.04079
2023-01-20 Kl. 15-16;2.01414;2.01414;1.01098;0.56072;2.01414
2023-01-20 Kl. 16-17;2.01455;2.01455;1.08216;0.54231;2.01455
2023-01-20 Kl. 17-18;2.04711;2.04711;1.08176;0.53606;2.01818
2023-01-20 Kl. 18-19;2.07848;2.07848;1.11070;0.51916;2.01738
2023-01-20 Kl. 19-20;2.01535;2.01535;1.10680;0.51604;2.01535
2023-01-20 Kl. 20-21;1.97296;1.97296;1.10223;0.51604;1.97296
2023-01-20 Kl. 21-22;1.99355;1.99355;1.08876;0.51335;1.99355
2023-01-20 Kl. 22-23;1.99974;1.99974;1.09374;0.50904;1.99974
2023-01-20 Kl. 23-00;1.92424;1.92424;1.00883;0.50344;1.92424
2023-01-21 Kl. 00-01;1.86634;1.86634;0.92098;0.52087;1.86634
2023-01-21 Kl. 01-02;1.81785;1.81785;0.89714;0.52194;1.81785
2023-01-21 Kl. 02-03;1.81598;1.81598;0.90276;0.52291;1.81598
2023-01-21 Kl. 03-04;1.73935;1.73935;0.91776;0.52151;1.73935
2023-01-21 Kl. 04-05;1.70694;1.70694;0.92714;0.52226;1.70694
2023-01-21 Kl. 05-06;1.71753;1.71753;0.89486;0.52526;1.71753
2023-01-21 Kl. 06-07;1.69690;1.69690;0.87396;0.52998;1.69690
2023-01-21 Kl. 07-08;1.82401;1.82401;0.88910;0.53051;1.82401
2023-01-21 Kl. 08-09;1.97174;1.97174;0.94160;0.53137;1.97174
2023-01-21 Kl. 09-10;2.22798;2.22798;1.00335;0.53555;2.22798
2023-01-21 Kl. 10-11;2.20426;2.20426;1.04795;0.53126;2.20426
2023-01-21 Kl. 11-12;2.03483;2.03483;1.07126;0.52998;2.03483
2023-01-21 Kl. 12-13;1.91388;1.91388;1.10340;0.52655;1.91388
2023-01-21 Kl. 13-14;1.78209;1.78209;1.12015;0.51873;1.78209
2023-01-21 Kl. 14-15;1.77084;1.77084;1.13328;0.51144;1.77084
2023-01-21 Kl. 15-16;1.77659;1.77659;1.14104;0.50780;1.77659
2023-01-21 Kl. 16-17;1.87209;1.87209;1.14600;0.50437;1.87209
2023-01-21 Kl. 17-18;2.26186;2.26186;1.08090;0.50137;2.26186
2023-01-21 Kl. 18-19;2.32186;2.32186;0.99653;0.50019;2.32186
2023-01-21 Kl. 19-20;1.87143;1.87143;0.92781;0.49719;1.87143
2023-01-21 Kl. 20-21;1.80164;1.80164;0.87143;0.48058;1.80164
2023-01-21 Kl. 21-22;1.76923;1.76923;0.86379;0.45015;1.76923
2023-01-21 Kl. 22-23;1.71511;1.71511;0.86405;0.42015;1.71511
2023-01-21 Kl. 23-00;1.57729;1.57729;0.84504;0.39411;1.57729
2023-01-22 Kl. 00-01;1.66298;1.66298;0.86478;0.38043;1.66298
2023-01-22 Kl. 01-02;1.59734;1.59734;0.87014;0.37023;1.59734
2023-01-22 Kl. 02-03;1.56728;1.56728;0.87994;0.36454;1.56728
2023-01-22 Kl. 03-04;1.58849;1.58849;0.87954;0.36282;1.58849
2023-01-22 Kl. 04-05;1.59158;1.59158;0.87203;0.36250;1.59158
2023-01-22 Kl. 05-06;1.58096;1.58096;0.84008;0.36153;1.58096
2023-01-22 Kl. 06-07;1.66325;1.66325;0.82438;0.36132;1.66325
2023-01-22 Kl. 07-08;1.66271;1.66271;0.87135;0.36110;1.66271
2023-01-22 Kl. 08-09;1.79223;1.79223;0.86398;0.36347;1.79223
2023-01-22 Kl. 09-10;1.86256;1.86256;0.86450;0.39428;1.86256
2023-01-22 Kl. 10-11;1.90215;1.90215;0.86008;0.45957;1.90215
2023-01-22 Kl. 11-12;1.98900;1.98900;0.83605;0.48974;1.98900
2023-01-22 Kl. 12-13;1.88685;1.88685;0.82410;0.49446;1.88685
2023-01-22 Kl. 13-14;1.86418;1.86418;0.79968;0.49650;1.86418
2023-01-22 Kl. 14-15;1.87611;1.87611;0.77874;0.49919;1.87611
2023-01-22 Kl. 15-16;2.04389;2.04389;0.78840;0.50134;2.04389
2023-01-22 Kl. 16-17;2.22441;2.22441;0.79874;0.50177;2.22441
2023-01-22 Kl. 17-18;2.49701;2.49701;0.77041;0.50187;2.49701
2023-01-22 Kl. 18-19;2.62815;2.62815;0.75915;0.50144;2.62815
2023-01-22 Kl. 19-20;2.56708;2.56708;0.73700;0.50080;2.56708
2023-01-22 Kl. 20-21;1.93920;1.93920;0.72331;0.49994;1.93920
2023-01-22 Kl. 21-22;1.87491;1.87491;0.74465;0.50015;1.87491
2023-01-22 Kl. 22-23;1.84511;1.84511;0.71700;0.49683;1.84511
2023-01-22 Kl. 23-00;1.83103;1.83103;0.68170;0.46612;1.83103
2023-01-23 Kl. 00-01;1.82928;1.82928;0.63929;0.39546;1.82928
2023-01-23 Kl. 01-02;1.81049;1.81049;0.62881;0.37313;1.81049
2023-01-23 Kl. 02-03;1.80149;1.80149;0.63620;0.36261;1.80149
2023-01-23 Kl. 03-04;1.80418;1.80418;0.64465;0.36024;1.80418
2023-01-23 Kl. 04-05;1.81049;1.81049;0.65700;0.36003;1.81049
2023-01-23 Kl. 05-06;1.85183;1.85183;0.78693;0.36046;1.85183
2023-01-23 Kl. 06-07;1.87129;1.87129;0.82773;0.37517;1.87129
2023-01-23 Kl. 07-08;2.94638;2.94638;0.82786;0.47009;2.94638
2023-01-23 Kl. 08-09;3.35441;3.35441;0.83605;0.50370;3.35441
2023-01-23 Kl. 09-10;3.51453;3.51453;0.81874;0.51347;3.51453
2023-01-23 Kl. 10-11;3.25065;3.25065;0.81378;0.51519;3.25065
2023-01-23 Kl. 11-12;2.99444;2.99444;0.80183;0.51905;2.99444
2023-01-23 Kl. 12-13;2.87364;2.87364;0.81431;0.51519;2.87364
2023-01-23 Kl. 13-14;2.85055;2.85055;0.80854;0.52356;2.85055
2023-01-23 Kl. 14-15;2.85404;2.85404;0.80505;0.52045;2.85404
2023-01-23 Kl. 15-16;2.84518;2.84518;0.80344;0.52356;2.84518
2023-01-23 Kl. 16-17;2.92088;2.92088;0.76908;0.51347;2.92088
2023-01-23 Kl. 17-18;3.23724;3.23724;0.72573;0.50874;3.23724
2023-01-23 Kl. 18-19;3.21965;3.21965;0.70881;0.50724;3.21965
2023-01-23 Kl. 19-20;2.31434;2.31434;0.68949;0.50638;2.31434
2023-01-23 Kl. 20-21;1.87236;1.87236;0.70264;0.50649;1.87236
2023-01-23 Kl. 21-22;1.86163;1.86163;0.68358;0.50574;1.86163
2023-01-23 Kl. 22-23;1.83129;1.83129;0.62130;0.49704;1.83129
2023-01-23 Kl. 23-00;1.79988;1.79988;0.56064;0.44851;1.79988
2023-01-24 Kl. 00-01;1.84168;1.84168;0.36841;0.29473;1.84168
2023-01-24 Kl. 01-02;1.80850;1.80850;0.36588;0.29270;1.80850
2023-01-24 Kl. 02-03;1.77439;1.77439;0.36601;0.29281;1.77439
2023-01-24 Kl. 03-04;1.76101;1.76101;0.36909;0.29527;1.76101
2023-01-24 Kl. 04-05;1.76489;1.76489;0.37738;0.30190;1.76489
2023-01-24 Kl. 05-06;1.83605;1.83605;0.40815;0.32652;1.83605
2023-01-24 Kl. 06-07;1.85264;1.85264;0.49991;0.39993;1.85264
2023-01-24 Kl. 07-08;1.88595;1.88595;0.62098;0.44691;1.88595
2023-01-24 Kl. 08-09;3.25500;3.25500;0.70740;0.47656;3.25500
2023-01-24 Kl. 09-10;3.32055;3.32055;0.68734;0.48373;3.32055
2023-01-24 Kl. 10-11;3.09046;3.09046;0.69135;0.45890;3.09046
2023-01-24 Kl. 11-12;2.98116;2.98116;0.68720;0.47303;2.98116
2023-01-24 Kl. 12-13;2.82479;2.82479;0.68746;0.47281;2.82479
2023-01-24 Kl. 13-14;2.66746;2.66746;0.68774;0.47260;2.66746
2023-01-24 Kl. 14-15;2.79068;2.79068;0.66754;0.47313;2.79068
2023-01-24 Kl. 15-16;2.81984;2.81984;0.59650;0.46436;2.81984
2023-01-24 Kl. 16-17;2.90813;2.90813;0.50071;0.40057;2.90813
2023-01-24 Kl. 17-18;3.23734;3.23734;0.40253;0.32202;3.23734
2023-01-24 Kl. 18-19;1.95753;1.95753;0.39330;0.31464;1.95753
2023-01-24 Kl. 19-20;1.86481;1.86481;0.38983;0.31186;1.86481
2023-01-24 Kl. 20-21;1.85104;1.85104;0.38286;0.30629;1.85104
2023-01-24 Kl. 21-22;1.83351;1.83351;0.36440;0.29152;1.83351
2023-01-24 Kl. 22-23;1.76221;1.76221;0.33510;0.26808;1.76221
2023-01-24 Kl. 23-00;1.67178;1.67178;0.27691;0.22153;1.67178
2023-01-25 Kl. 00-01;1.62044;1.62044;0.18131;0.14505;1.62044
2023-01-25 Kl. 01-02;1.56236;1.56236;0.12043;0.09634;1.56236
2023-01-25 Kl. 02-03;1.53841;1.53841;0.06129;0.04903;1.53841
2023-01-25 Kl. 03-04;1.51579;1.51579;0.05486;0.04389;1.51579
2023-01-25 Kl. 04-05;1.51820;1.51820;0.08135;0.06508;1.51820
2023-01-25 Kl. 05-06;1.57065;1.57065;0.14960;0.11968;1.57065
2023-01-25 Kl. 06-07;1.62766;1.62766;0.34778;0.27822;1.62766
2023-01-25 Kl. 07-08;2.13065;2.13065;0.37360;0.29888;2.13065
2023-01-25 Kl. 08-09;2.15165;2.15165;0.39033;0.31226;2.15165
2023-01-25 Kl. 09-10;2.01089;2.01089;0.39326;0.31461;2.01089
2023-01-25 Kl. 10-11;1.82770;1.82770;0.38965;0.31172;1.82770
2023-01-25 Kl. 11-12;1.74046;1.74046;0.38899;0.31119;1.74046
2023-01-25 Kl. 12-13;1.70460;1.70460;0.38123;0.30498;1.70460
2023-01-25 Kl. 13-14;1.70005;1.70005;0.37668;0.30134;1.70005
2023-01-25 Kl. 14-15;1.69564;1.69564;0.38296;0.30637;1.69564
2023-01-25 Kl. 15-16;1.58243;1.58243;0.38899;0.31119;1.58243
2023-01-25 Kl. 16-17;1.72935;1.72935;0.40116;0.32093;1.72935
2023-01-25 Kl. 17-18;1.82596;1.82596;0.41174;0.32939;1.82596
2023-01-25 Kl. 18-19;1.81271;1.81271;0.42846;0.34277;1.81271
2023-01-25 Kl. 19-20;1.70700;1.70700;0.42631;0.34105;1.70700
2023-01-25 Kl. 20-21;1.72881;1.72881;0.42190;0.33752;1.72881
2023-01-25 Kl. 21-22;1.67343;1.67343;0.44224;0.35379;1.67343
2023-01-25 Kl. 22-23;1.67369;1.67369;0.41763;0.33410;1.67369
2023-01-25 Kl. 23-00;1.62378;1.62378;0.40156;0.32125;1.62378
2023-01-26 Kl. 00-01;1.50529;1.50529;0.50966;0.40773;1.50529
2023-01-26 Kl. 01-02;1.48054;1.48054;0.52473;0.41978;1.48054
2023-01-26 Kl. 02-03;1.45309;1.45309;0.51396;0.41117;1.45309
2023-01-26 Kl. 03-04;1.44018;1.44018;0.53455;0.38954;1.44018
2023-01-26 Kl. 04-05;1.47731;1.47731;0.53818;0.33884;1.47731
2023-01-26 Kl. 05-06;1.52736;1.52736;0.56294;0.32872;1.52736
2023-01-26 Kl. 06-07;1.50180;1.50180;0.50925;0.39965;1.50180
2023-01-26 Kl. 07-08;1.70791;1.70791;0.54343;0.43474;1.70791
2023-01-26 Kl. 08-09;1.75191;1.75191;0.58878;0.47102;1.75191
2023-01-26 Kl. 09-10;1.74384;1.74384;0.58486;0.46789;1.74384
2023-01-26 Kl. 10-11;1.76550;1.76550;0.55150;0.44120;1.76550
2023-01-26 Kl. 11-12;1.76536;1.76536;0.54034;0.43227;1.76536
2023-01-26 Kl. 12-13;1.77169;1.77169;0.55218;0.44174;1.77169
2023-01-26 Kl. 13-14;1.69836;1.69836;0.56711;0.44981;1.69836
2023-01-26 Kl. 14-15;1.67173;1.67173;0.55043;0.44034;1.67173
2023-01-26 Kl. 15-16;1.75931;1.75931;0.60088;0.44454;1.75931
2023-01-26 Kl. 16-17;1.78959;1.78959;0.62779;0.44626;1.78959
2023-01-26 Kl. 17-18;1.80748;1.80748;0.62819;0.44411;1.80748
2023-01-26 Kl. 18-19;1.81354;1.81354;0.66304;0.44798;1.81354
2023-01-26 Kl. 19-20;1.74949;1.74949;0.66358;0.44884;1.74949
2023-01-26 Kl. 20-21;1.67348;1.67348;0.66371;0.45100;1.67348
2023-01-26 Kl. 21-22;1.62773;1.62773;0.63640;0.44755;1.62773
2023-01-26 Kl. 22-23;1.63554;1.63554;0.59065;0.44475;1.63554
2023-01-26 Kl. 23-00;1.59679;1.59679;0.51006;0.40805;1.59679
2023-01-27 Kl. 00-01;1.49413;1.49413;0.63588;0.42595;1.49413
2023-01-27 Kl. 01-02;1.46828;1.46828;0.61406;0.42832;1.46828
2023-01-27 Kl. 02-03;1.46585;1.46585;0.60989;0.42595;1.46585
2023-01-27 Kl. 03-04;1.46800;1.46800;0.61621;0.42778;1.46800
2023-01-27 Kl. 04-05;1.52120;1.52120;0.62039;0.42940;1.52120
2023-01-27 Kl. 05-06;1.65926;1.65926;0.68114;0.43381;1.65926
2023-01-27 Kl. 06-07;1.94939;1.94939;0.70066;0.44621;1.70815
2023-01-27 Kl. 07-08;2.29838;2.29838;0.70161;0.46420;1.69630
2023-01-27 Kl. 08-09;2.54499;2.54499;0.69959;0.48273;2.54499
2023-01-27 Kl. 09-10;2.59981;2.59981;0.68289;0.47260;2.59981
2023-01-27 Kl. 10-11;2.54513;2.54513;0.66631;0.46172;2.54513
2023-01-27 Kl. 11-12;2.47980;2.47980;0.64881;0.46032;2.47980
2023-01-27 Kl. 12-13;2.38929;2.38929;0.64464;0.45224;2.38929
2023-01-27 Kl. 13-14;2.02010;2.02010;0.63844;0.44944;2.02010
2023-01-27 Kl. 14-15;1.80338;1.80338;0.62645;0.45030;1.80338
2023-01-27 Kl. 15-16;1.80325;1.80325;0.59264;0.44761;1.73833
2023-01-27 Kl. 16-17;2.45111;2.45111;0.57755;0.44373;1.74910
2023-01-27 Kl. 17-18;2.58230;2.58230;0.56651;0.44405;1.70493
2023-01-27 Kl. 18-19;1.74870;1.74870;0.57635;0.44190;1.73926
2023-01-27 Kl. 19-20;1.68863;1.68863;0.53930;0.43144;1.68863
2023-01-27 Kl. 20-21;1.59191;1.59191;0.52894;0.42315;1.59191
2023-01-27 Kl. 21-22;1.58626;1.58626;0.50133;0.40106;1.58626
2023-01-27 Kl. 22-23;1.55649;1.55649;0.43020;0.34416;1.55649
2023-01-27 Kl. 23-00;1.49911;1.49911;0.39465;0.31572;1.49911
2023-01-28 Kl. 00-01;1.50885;1.50885;0.36535;0.29228;1.50885
2023-01-28 Kl. 01-02;1.47053;1.47053;0.39278;0.31422;1.47053
2023-01-28 Kl. 02-03;1.44754;1.44754;0.38336;0.30669;1.44754
2023-01-28 Kl. 03-04;1.42333;1.42333;0.37194;0.29755;1.42333
2023-01-28 Kl. 04-05;1.40921;1.40921;0.37140;0.29712;1.40921
2023-01-28 Kl. 05-06;1.46314;1.46314;0.35473;0.28378;1.46314
2023-01-28 Kl. 06-07;1.45789;1.45789;0.35580;0.28464;1.45789
2023-01-28 Kl. 07-08;1.47026;1.47026;0.38593;0.30874;1.47026
2023-01-28 Kl. 08-09;1.50334;1.50334;0.40583;0.32466;1.50334
2023-01-28 Kl. 09-10;1.52956;1.52956;0.42034;0.33627;1.52956
2023-01-28 Kl. 10-11;1.55416;1.55416;0.47723;0.38178;1.55416
2023-01-28 Kl. 11-12;1.52915;1.52915;0.51448;0.41158;1.52915
2023-01-28 Kl. 12-13;1.47026;1.47026;0.50573;0.40458;1.47026
2023-01-28 Kl. 13-14;1.45493;1.45493;0.48180;0.38544;1.45493
2023-01-28 Kl. 14-15;1.44498;1.44498;0.47064;0.37651;1.44498
2023-01-28 Kl. 15-16;1.43220;1.43220;0.46943;0.37554;1.43220
2023-01-28 Kl. 16-17;1.47040;1.47040;0.51004;0.40803;1.47040
2023-01-28 Kl. 17-18;1.49110;1.49110;0.51138;0.40910;1.49110
2023-01-28 Kl. 18-19;1.47106;1.47106;0.51004;0.40803;1.47106
2023-01-28 Kl. 19-20;1.45668;1.45668;0.46606;0.37285;1.45668
2023-01-28 Kl. 20-21;1.42481;1.42481;0.42519;0.34015;1.42481
2023-01-28 Kl. 21-22;1.39980;1.39980;0.41429;0.33143;1.39980
2023-01-28 Kl. 22-23;1.39859;1.39859;0.40501;0.32401;1.39859
2023-01-28 Kl. 23-00;1.36161;1.36161;0.39480;0.31584;1.36161
2023-01-29 Kl. 00-01;1.39563;1.39563;0.40060;0.32048;1.39563
2023-01-29 Kl. 01-02;1.36359;1.36359;0.39468;0.31574;1.36359
2023-01-29 Kl. 02-03;1.33465;1.33465;0.38189;0.30551;1.33465
2023-01-29 Kl. 03-04;1.32644;1.32644;0.38000;0.30400;1.32644
2023-01-29 Kl. 04-05;1.32254;1.32254;0.38525;0.30820;1.32254
2023-01-29 Kl. 05-06;1.33263;1.33263;0.36331;0.29065;1.33263
2023-01-29 Kl. 06-07;1.31809;1.31809;0.36695;0.29356;1.31809
